symbol,snapshot_time,altrank_improve_1h,fut_ret_1h,fut_ret_2h,fut_ret_4h,volume_24h,gross_ret,net_ret
USDT,2025-09-24 04:07:09.245829+00:00,243.0,-0.0003679938665439973,-9.919628745096974e-05,-0.00032893663045302144,130905616542.07,-0.00032893663045302144,-0.0011289366304530215
USDT,2025-09-24 06:07:54.984407+00:00,53.0,0.0005343937070290293,-0.00022976313465200224,-0.000197701361537813,132641758109.19,-0.000197701361537813,-0.000997701361537813
USDT,2025-09-24 07:08:20.971421+00:00,287.5,-0.0007637486991824368,-0.0007581753999161511,-0.0005957096508294524,129561993891.22,-0.0005957096508294524,-0.0013957096508294526
USDT,2025-09-24 08:08:43.825382+00:00,643.0,5.577559119808078e-06,3.206914142064765e-05,0.00022470242108370156,129986581432.62,0.00022470242108370156,-0.0005752975789162985
USDT,2025-09-24 12:10:17.231639+00:00,258.0,-0.0002377156153561958,-6.209177091766823e-05,2.6123945671305722e-05,128833804476.19,2.6123945671305722e-05,-0.0007738760543286943
USDT,2025-09-24 15:11:25.545573+00:00,1608.0,0.0002420055780523027,0.0002184447599732037,-1.4294286747720506e-05,134227968671.3399,-1.4294286747720506e-05,-0.0008142942867477205
XRP,2025-09-23 11:00:43.154892+00:00,87.0,2.747922137266914e-06,-0.010978263430785076,-0.001964919865190664,9998906601.38,-0.001964919865190664,-0.002764919865190664
XRP,2025-09-23 14:01:52.989822+00:00,31.0,-0.0013835871287106818,0.007241012876928931,0.007573907760243184,8845451407.25,0.007573907760243184,0.0067739077602431835
XRP,2025-09-23 16:02:39.408664+00:00,135.0,0.0006589569322235573,0.00033050171613189383,-0.005832179889759159,9007948456.49,-0.005832179889759159,-0.00663217988975916
XRP,2025-09-23 17:03:01.954559+00:00,346.0,-0.00032823892077939035,-0.004841272359080794,-0.00418977189665371,7767964881.43,-0.00418977189665371,-0.00498977189665371
XRP,2025-09-23 23:05:14.253378+00:00,45.0,0.0010940928809389907,0.0010786254176005502,0.006120414739371672,6597101863.29,0.006120414739371672,0.005320414739371671
XRP,2025-09-24 00:05:36.296214+00:00,135.5,-1.5450558991840937e-05,0.004301917795630186,0.0023465225849651997,6315027554.1,0.0023465225849651997,0.0015465225849651998
XRP,2025-09-24 04:07:09.245829+00:00,226.0,-0.007237024556256335,-0.003044478603395426,-0.007097152475252573,5598687664.13,-0.007097152475252573,-0.007897152475252573
XRP,2025-09-24 06:07:54.984407+00:00,755.0,-0.005612908366772025,-0.004065049829083528,-0.011953344293089559,5565911905.73,-0.011953344293089559,-0.01275334429308956
XRP,2025-09-24 08:08:43.825382+00:00,125.0,-0.002790078703486616,-0.007920491657263648,-0.004216024723010467,5402712329.94,-0.004216024723010467,-0.0050160247230104675
XRP,2025-09-24 12:10:17.231639+00:00,460.0,-0.004483615624239444,-0.008307375575169985,0.0045660710446614175,5326768799.72,0.0045660710446614175,0.0037660710446614175
XRP,2025-09-24 15:11:25.545573+00:00,1974.0,0.0026675516807601702,0.003153988667254916,0.010637265877091967,5493466824.43,0.010637265877091967,0.009837265877091966
BNB,2025-09-23 11:00:43.154892+00:00,95.0,-0.001267120666012601,-0.011361943532611581,-0.012836071706376349,4855556651.68,-0.012836071706376349,-0.01363607170637635
BNB,2025-09-23 13:01:29.588835+00:00,28.0,-0.002549731040592124,-0.0014910696226201703,0.011978806952719245,4519390938.76,0.011978806952719245,0.011178806952719245
BNB,2025-09-23 15:02:16.162829+00:00,11.0,0.005820859548931398,0.013489991091265018,0.028188547667322154,4561775747.076729,0.028188547667322154,0.027388547667322155
BNB,2025-09-23 17:03:01.954559+00:00,29.0,0.008086374158562452,0.014502912416757678,0.009774475409968855,4287418989.04,0.009774475409968855,0.008974475409968855
BNB,2025-09-23 20:04:08.543883+00:00,103.0,0.00011457506127986407,0.000920660742926067,0.0174137164718332,4331693426.86,0.0174137164718332,0.0166137164718332
BNB,2025-09-23 22:04:52.221195+00:00,678.0,0.008900783108640216,0.01647788518688912,0.018686465987680707,4246768178.45,0.018686465987680707,0.01788646598768071
BNB,2025-09-23 23:05:14.253378+00:00,1051.0,0.007510254928043791,0.00483642601769685,0.008120402288038387,4281522821.89,0.008120402288038387,0.007320402288038387
BNB,2025-09-24 00:05:36.296214+00:00,1543.5,-0.00265389746384061,0.002172778014138024,-0.00035933514495617804,4400859690.37,-0.00035933514495617804,-0.0011593351449561782
BNB,2025-09-24 01:05:58.767496+00:00,522.5,0.004839519065352381,0.003268170007885145,-0.006073337049218335,4350095195.38,-0.006073337049218335,-0.006873337049218335
BNB,2025-09-24 02:06:21.173045+00:00,727.0,-0.001563781108976307,-0.002526623367391526,-0.011976875136223917,4333307195.07,-0.011976875136223917,-0.012776875136223918
BNB,2025-09-24 03:06:44.293854+00:00,664.5,-0.000964350291183007,-0.009311076874919754,-0.011106520787619681,4267680854.05,-0.011106520787619681,-0.011906520787619682
BNB,2025-09-24 07:08:20.971421+00:00,59.0,0.00929632436863912,0.006950235989731819,0.010122848446295093,4075929598.25,0.010122848446295093,0.009322848446295093
BNB,2025-09-24 12:10:17.231639+00:00,40.0,-0.007023479454490692,-0.013418928727462203,-0.012101568277126626,4068472652.47,-0.012101568277126626,-0.012901568277126626
SOL,2025-09-23 11:00:43.154892+00:00,239.0,-0.00326434734364844,-0.021750919959599102,-0.023218225209817093,11996858752.34,-0.023218225209817093,-0.02401822520981709
SOL,2025-09-23 13:01:29.588835+00:00,25.0,0.005896189066563225,-0.0014999301099852746,0.014782911238689541,11205976102.64,0.014782911238689541,0.013982911238689541
SOL,2025-09-23 16:02:39.408664+00:00,119.0,0.009212334203221187,0.010120226475936368,0.010844152317487425,11771243345.88,0.010844152317487425,0.010044152317487424
SOL,2025-09-23 19:03:46.491408+00:00,377.0,-0.003145730754834819,-0.005278371137938519,-0.00278253847792236,9307642072.8,-0.00278253847792236,-0.00358253847792236
SOL,2025-09-23 22:04:52.221195+00:00,593.0,0.002453070172737322,0.004005304438877136,0.0028791588366942587,8515515632.46,0.0028791588366942587,0.002079158836694259
SOL,2025-09-24 02:06:21.173045+00:00,106.0,-0.0028832109472871803,-0.007849596845381489,-0.017107688491443996,7916774426.32,-0.017107688491443996,-0.017907688491443995
SOL,2025-09-24 04:07:09.245829+00:00,229.0,-0.004187039884931705,-0.009331338894411264,-0.008557583032392095,7474035175.73,-0.008557583032392095,-0.009357583032392095
SOL,2025-09-24 06:07:54.984407+00:00,63.0,-0.008901031083646841,0.0007810440487293244,-0.005100067375006085,7464932103.17,-0.005100067375006085,-0.005900067375006085
SOL,2025-09-24 08:08:43.825382+00:00,541.0,-0.0018418058142948101,-0.00587652160151132,0.0005910460256091853,7383291612.34,0.0005910460256091853,-0.00020895397439081478
SOL,2025-09-24 12:10:17.231639+00:00,479.0,-0.0062984636315399235,-0.030781530937568847,-0.031047440255595016,7292899645.68,-0.031047440255595016,-0.031847440255595015
SOL,2025-09-24 15:11:25.545573+00:00,699.0,0.001462571647472952,0.0030848958208827097,0.007244453202767021,8243639356.12,0.007244453202767021,0.00644445320276702
USDC,2025-09-23 13:01:29.588835+00:00,37.0,-0.00027800322854595086,-0.0002146458394195113,-0.0002679021001573737,22403332471.21,-0.0002679021001573737,-0.0010679021001573736
USDC,2025-09-23 14:01:52.989822+00:00,66.5,6.337500758315681e-05,0.0001724988123963686,2.0664734033477936e-05,22447843125.49,2.0664734033477936e-05,-0.0007793352659665221
USDC,2025-09-23 16:02:39.408664+00:00,123.0,-0.00016236686698886853,-0.00015180789168186314,-2.796819492017735e-05,22651938135.21,-2.796819492017735e-05,-0.0008279681949201774
USDC,2025-09-23 18:03:24.302506+00:00,123.0,-1.4774858525463192e-05,0.0001238584994593556,-0.00016641904433874622,19482208923.92,-0.00016641904433874622,-0.0009664190443387463
USDC,2025-09-23 20:04:08.543883+00:00,226.0,0.0001857218218409824,-0.0002902415949096756,0.00019104768663065155,18957796197.41,0.00019104768663065155,-0.0006089523133693485
USDC,2025-09-23 22:04:52.221195+00:00,504.0,0.00016069274646047228,0.00048142901226468267,0.0002743671434391809,18237139097.467857,0.0002743671434391809,-0.0005256328565608191
USDC,2025-09-24 01:05:58.767496+00:00,195.0,0.00011133140926526483,-0.00024275556812297395,-0.00013311901973878695,17441384992.91,-0.00013311901973878695,-0.000933119019738787
USDC,2025-09-24 04:07:09.245829+00:00,673.0,-0.0001759262092857214,-0.0001200527188832139,-0.00010922012996994805,16953993496.83,-0.00010922012996994805,-0.0009092201299699481
USDC,2025-09-24 07:08:20.971421+00:00,602.0,-0.0003333286739632518,-0.00034784235458348574,-0.000261245777056943,17201097259.24,-0.000261245777056943,-0.001061245777056943
USDC,2025-09-24 10:09:29.751633+00:00,123.0,-9.782570837771868e-06,0.0001646337959848007,0.0001780687955915135,17134414624.376219,0.0001780687955915135,-0.0006219312044084865
USDC,2025-09-24 12:10:17.231639+00:00,240.0,-0.00025486493622465275,1.3432788115814642e-05,5.557064952652413e-06,17244607388.63,5.557064952652413e-06,-0.0007944429350473476
USDC,2025-09-24 14:11:03.128688+00:00,932.0,-0.0003544093211196957,-7.875617371662795e-06,9.86392783421404e-05,17254053954.51,9.86392783421404e-05,-0.0007013607216578596
DOGE,2025-09-23 11:00:43.154892+00:00,102.0,-0.0021139815826892302,-0.014725222854082726,-0.007105644044512768,5564175007.16,-0.007105644044512768,-0.007905644044512768
DOGE,2025-09-23 12:01:06.509976+00:00,398.0,-0.012637957681174304,-0.0022321990667762076,-0.0020982479374796257,4947672898.39,-0.0020982479374796257,-0.0028982479374796257
DOGE,2025-09-23 13:01:29.588835+00:00,647.5,0.010538949411059099,0.007733455667709144,0.02016674584548407,4659970112.89,0.02016674584548407,0.019366745845484073
DOGE,2025-09-23 15:02:16.162829+00:00,144.0,0.0029185886337836876,0.012337875762531684,0.007416812679317683,4616045720.6,0.007416812679317683,0.0066168126793176825
DOGE,2025-09-23 17:03:01.954559+00:00,263.0,-0.0025878544371222756,-0.004861087588476592,-0.007705336325141593,3800420500.49,-0.007705336325141593,-0.008505336325141593
DOGE,2025-09-23 22:04:52.221195+00:00,51.0,0.003593309268428541,0.003278949767609099,0.004362690927445795,3222954616.528694,0.004362690927445795,0.0035626909274457954
DOGE,2025-09-23 23:05:14.253378+00:00,176.5,-0.0003132339543480963,-0.0039324993535404,-0.0029543271977014417,3185832862.41,-0.0029543271977014417,-0.0037543271977014416
DOGE,2025-09-24 02:06:21.173045+00:00,475.0,-0.003718103730607344,-0.002542861912906276,-0.009932125905422739,2991363032.11,-0.009932125905422739,-0.010732125905422739
DOGE,2025-09-24 04:07:09.245829+00:00,453.0,-0.006314538362768051,-0.0074081017723603305,-0.00034544546860180503,2978745311.78,-0.00034544546860180503,-0.001145445468601805
DOGE,2025-09-24 06:07:54.984407+00:00,482.0,-0.0066987270076623185,0.007115367671617631,-0.0032286750724528374,3024334087.57,-0.0032286750724528374,-0.004028675072452838
DOGE,2025-09-24 08:08:43.825382+00:00,769.0,-0.0025802156277546988,-0.0102709610796479,-0.0011324584412699481,2990612542.91,-0.0011324584412699481,-0.0019324584412699483
DOGE,2025-09-24 11:09:52.318243+00:00,32.0,0.0044030986528171626,-0.0017655041164827863,-0.00817702227604512,2970261844.3,-0.00817702227604512,-0.00897702227604512
DOGE,2025-09-24 12:10:17.231639+00:00,605.0,-0.0061415608709030805,-0.021040054837102435,-0.006016554841337865,2898195916.21,-0.006016554841337865,-0.0068165548413378655
DOGE,2025-09-24 15:11:25.545573+00:00,1043.0,0.0065909691041936384,0.006674023739535068,0.012264158352399994,3119135197.2,0.012264158352399994,0.011464158352399993
STETH,2025-09-23 13:01:29.588835+00:00,1246.0,0.002643461497502134,0.00034170434395627207,0.008662769028422989,59874876.01,0.008662769028422989,0.007862769028422988
STETH,2025-09-23 15:02:16.162829+00:00,911.0,0.0052174183397605016,0.008318222311768791,0.01092866115991655,42614263.43,0.01092866115991655,0.01012866115991655
STETH,2025-09-23 16:02:39.408664+00:00,1470.5,0.003084709750781722,0.004014398520089489,0.005757406512193502,57482544.59,0.005757406512193502,0.004957406512193501
STETH,2025-09-23 17:03:01.954559+00:00,2354.5,0.0009268297684836105,0.0025889037710365007,-0.0015739157326560718,48409171.08,-0.0015739157326560718,-0.002373915732656072
STETH,2025-09-23 21:04:30.346780+00:00,62.0,-0.0007922227077304356,-0.0007472499608636823,-0.0008994653260220094,43300587.16811354,-0.0008994653260220094,-0.0016994653260220096
STETH,2025-09-23 23:05:14.253378+00:00,231.0,0.0022460270133535156,-0.00015232919314194082,-0.0022903068696747838,42823259.6,-0.0022903068696747838,-0.0030903068696747837
STETH,2025-09-24 03:06:44.293854+00:00,50.0,-0.0017319783117016676,-0.002878524786363075,-0.008024049565676424,35435079.75,-0.008024049565676424,-0.008824049565676425
STETH,2025-09-24 04:07:09.245829+00:00,345.0,-0.0011485357136075906,-0.0020560668648540175,8.524658544962512e-05,30013335.58,8.524658544962512e-05,-0.000714753414550375
STETH,2025-09-24 05:07:32.149141+00:00,560.0,-0.0009085746817168584,-0.005160379058339809,0.003345500042313879,21941483.81,0.003345500042313879,0.002545500042313879
STETH,2025-09-24 08:08:43.825382+00:00,477.0,0.002107695643121447,-0.0007507223244351622,0.002414393973626958,33325104.89,0.002414393973626958,0.0016143939736269581
STETH,2025-09-24 12:10:17.231639+00:00,2067.0,-0.002816464926322127,-0.008244886904366533,-0.006682983111668347,40527241.73,-0.006682983111668347,-0.007482983111668348
STETH,2025-09-24 15:11:25.545573+00:00,1637.0,0.006582760872181968,0.009415553237304008,0.011057398208708708,43435134.99,0.011057398208708708,0.010257398208708707
TRX,2025-09-23 12:01:06.509976+00:00,108.0,-0.00045619479126646716,0.0009806728896106151,0.0021963991324584066,1168677262.28,0.0021963991324584066,0.0013963991324584066
TRX,2025-09-23 16:02:39.408664+00:00,232.0,-0.00022562579552684397,-0.001702401454351402,0.002562906229418167,1062788137.86,0.002562906229418167,0.001762906229418167
TRX,2025-09-23 20:04:08.543883+00:00,12.0,-0.006299680940087252,-0.010666748822085225,-0.01862208769823922,831661469.83,-0.01862208769823922,-0.019422087698239218
TRX,2025-09-24 04:07:09.245829+00:00,134.0,-0.001836987058902063,-0.0011588551759732404,-0.00023562582496898028,792480835.62,-0.00023562582496898028,-0.0010356258249689804
TRX,2025-09-24 06:07:54.984407+00:00,175.0,0.0003152115686901436,0.0009243004814012866,0.0003759221089419352,788707130.71,0.0003759221089419352,-0.0004240778910580648
TRX,2025-09-24 07:08:20.971421+00:00,448.5,0.0006088969813384846,0.0013304776281205157,0.001018285954977836,790163977.27,0.001018285954977836,0.000218285954977836
TRX,2025-09-24 08:08:43.825382+00:00,700.5,0.0007211415458716321,-0.0005478719741299169,0.0007541347142122815,790149829.26,0.0007541347142122815,-4.5865285787718545e-05
TRX,2025-09-24 09:09:06.207916+00:00,674.5,-0.0012680990410987327,-0.0003117768610041481,0.001303188002620536,780782892.82,0.001303188002620536,0.000503188002620536
TRX,2025-09-24 12:10:17.231639+00:00,273.0,0.0012701767329231757,-0.0018478442045269572,0.0013550378289174353,772094201.07,0.0013550378289174353,0.0005550378289174352
TRX,2025-09-24 15:11:25.545573+00:00,1696.0,0.0027515893283344608,0.0056600054154027826,0.004592483350193473,796592796.4998851,0.004592483350193473,0.003792483350193473
ADA,2025-09-23 11:00:43.154892+00:00,147.0,-0.0033441749625757996,-0.013651210561565033,-0.007204913199385833,2379743204.37,-0.007204913199385833,-0.008004913199385833
ADA,2025-09-23 12:01:06.509976+00:00,286.5,-0.01034161978494653,-0.0036984974856862094,-0.0030916650232305706,2236164521.85,-0.0030916650232305706,-0.0038916650232305706
ADA,2025-09-23 15:02:16.162829+00:00,48.0,0.000785068633704221,0.005132232727412935,0.004998587037832571,2104618646.65,0.004998587037832571,0.0041985870378325706
ADA,2025-09-23 16:02:39.408664+00:00,301.0,0.004343753948731037,0.00695172355653471,0.00392494787360429,2083753108.29,0.00392494787360429,0.0031249478736042904
ADA,2025-09-23 17:03:01.954559+00:00,686.5,0.0025966902243878573,-0.00013296329102661299,-0.0004789314593712321,1631650233.18,-0.0004789314593712321,-0.001278931459371232
ADA,2025-09-23 21:04:30.346780+00:00,23.0,-0.0018712447566290335,-0.002159664960804477,-0.0020724715982661053,1341028903.6,-0.0020724715982661053,-0.002872471598266105
ADA,2025-09-24 00:05:36.296214+00:00,12.0,-0.0010763118333933788,-0.0003758559400549162,-0.003907981497084189,1198760670.27,-0.003907981497084189,-0.00470798149708419
ADA,2025-09-24 07:08:20.971421+00:00,31.0,0.010393405234909395,0.006658491433293587,0.006520091810522099,1112132792.77,0.006520091810522099,0.005720091810522098
ADA,2025-09-24 08:08:43.825382+00:00,559.5,-0.003696494634926351,-0.007641335620664477,5.1937464602888064e-05,1108965797.41,5.1937464602888064e-05,-0.0007480625353971119
ADA,2025-09-24 12:10:17.231639+00:00,582.0,-0.004398895839249723,-0.015002019744192012,-0.0036000747687629357,1118833258.72,-0.0036000747687629357,-0.004400074768762936
ADA,2025-09-24 15:11:25.545573+00:00,1009.0,0.0028301833865799044,0.004633346156610343,0.007178503271514105,1180992898.939489,0.007178503271514105,0.006378503271514104
WSTETH,2025-09-23 12:01:06.509976+00:00,13.0,-0.003453013079096537,-0.004477680105494532,-0.0028799659405100387,13473058.48,-0.0028799659405100387,-0.0036799659405100387
WSTETH,2025-09-23 15:02:16.162829+00:00,1481.0,0.00029417635661284537,0.0022196951860789797,0.0058139214993460486,13332192.59,0.0058139214993460486,0.005013921499346048
WSTETH,2025-09-23 17:03:01.954559+00:00,1730.0,0.0021873090678800927,0.0035862658961214487,0.003220731023915069,13816922.79,0.003220731023915069,0.002420731023915069
WSTETH,2025-09-23 18:03:24.302506+00:00,2748.0,0.0013959035557360086,0.0029329535114448173,-4.9558785855235624e-05,11765331.62,-4.9558785855235624e-05,-0.0008495587858552356
WSTETH,2025-09-23 19:03:46.491408+00:00,4151.5,0.001534907373049044,-0.0003642286514154188,-0.002692159389242783,13047295.7,-0.002692159389242783,-0.003492159389242783
WSTETH,2025-09-23 21:04:30.346780+00:00,419.0,-0.0010796120024019788,-0.0023287789458422527,-0.0025041120164229027,10111117.11,-0.0025041120164229027,-0.0033041120164229026
WSTETH,2025-09-23 23:05:14.253378+00:00,284.0,0.0009564054077372717,-0.0001757423356317623,-0.001656042168652793,14766568.41,-0.001656042168652793,-0.002456042168652793
WSTETH,2025-09-24 04:07:09.245829+00:00,377.0,-0.002868349591147677,-0.0025431972248688506,-0.004508613792553527,13186059.43,-0.004508613792553527,-0.005308613792553527
WSTETH,2025-09-24 05:07:32.149141+00:00,790.0,0.00032608769979922407,-0.0016133666925604376,0.0011623493755549144,15116778.46,0.0011623493755549144,0.0003623493755549144
WSTETH,2025-09-24 07:08:20.971421+00:00,760.0,-3.166698443288403e-05,0.0027802015526990813,0.0002482464103384115,12932431.70138608,0.0002482464103384115,-0.0005517535896615885
WSTETH,2025-09-24 12:10:17.231639+00:00,266.0,-0.00025794657811247873,-0.0017984681980958994,-0.00803407814417231,12383485.9101026,-0.00803407814417231,-0.00883407814417231
WSTETH,2025-09-24 14:11:03.128688+00:00,882.0,-0.006003665218749382,-0.006246844697603494,0.000769685262556844,12601315.3149356,0.000769685262556844,-3.0314737443156055e-05
LINK,2025-09-23 11:00:43.154892+00:00,55.0,-0.003367168946426665,-0.00960566920303946,-0.010009170675826335,1482410628.51,-0.010009170675826335,-0.010809170675826336
LINK,2025-09-23 12:01:06.509976+00:00,422.5,-0.006259577310951988,0.00014727324461112518,-0.0033305695287017263,1372659466.74,-0.0033305695287017263,-0.004130569528701726
LINK,2025-09-23 15:02:16.162829+00:00,740.0,0.003356239969674405,0.014006752180255566,0.014514071306190326,1277010717.39,0.014514071306190326,0.013714071306190326
LINK,2025-09-23 16:02:39.408664+00:00,1111.0,0.010614886105560137,0.014151299209094663,0.010637017716263188,1275112873.35,0.010637017716263188,0.009837017716263188
LINK,2025-09-23 17:03:01.954559+00:00,1905.5,0.003499268764150325,0.0005003113883058016,0.0023576950039483013,994722880.8,0.0023576950039483013,0.0015576950039483013
LINK,2025-09-23 21:04:30.346780+00:00,27.0,-0.0019454756713451573,0.0008866072020007543,0.004186909562563955,870724552.52,0.004186909562563955,0.0033869095625639555
LINK,2025-09-24 01:05:58.767496+00:00,163.0,-0.00015248953576043098,-0.0031833104234196873,-0.008819193075986664,826513402.6,-0.008819193075986664,-0.009619193075986665
LINK,2025-09-24 04:07:09.245829+00:00,141.0,-0.004526655746238103,-0.006849930981163934,-0.0012381467704539054,809918103.74,-0.0012381467704539054,-0.0020381467704539053
LINK,2025-09-24 08:08:43.825382+00:00,138.0,-0.0026832877832139736,-0.008085097376982583,-0.006078303906160285,774098648.36,-0.006078303906160285,-0.006878303906160285
LINK,2025-09-24 12:10:17.231639+00:00,764.0,-0.006422945719109055,-0.014113362646543044,-0.002143331041927199,760926126.54,-0.002143331041927199,-0.002943331041927199
LINK,2025-09-24 15:11:25.545573+00:00,2307.0,0.004803430309299487,0.00807633556581522,0.007612951272656915,817431092.9182774,0.007612951272656915,0.006812951272656915
WBETH,2025-09-23 13:01:29.588835+00:00,1561.0,0.005459828830600967,0.0007793170133128138,0.01021087418579548,16982616.44,0.01021087418579548,0.00941087418579548
WBETH,2025-09-23 15:02:16.162829+00:00,1220.0,0.005965443765186035,0.00942421272317042,0.009645219957630999,11828432.41,0.009645219957630999,0.008845219957630998
WBETH,2025-09-23 17:03:01.954559+00:00,2281.0,-0.0006094773801400876,0.00021894386094064121,0.00024113145028183415,10120051.13,0.00024113145028183415,-0.0005588685497181659
WBETH,2025-09-23 19:03:46.491408+00:00,1963.0,-0.0007811993847190717,2.2182732568078263e-05,-0.0031516639788690894,11673431.58,-0.0031516639788690894,-0.003951663978869089
WBETH,2025-09-23 21:04:30.346780+00:00,413.0,-0.0036892826468658264,-0.0031737763084060872,-0.0020198570046900534,15859104.6,-0.0020198570046900534,-0.0028198570046900533
WBETH,2025-09-23 23:05:14.253378+00:00,88.0,0.0034860349853283335,0.0011575932457341157,-0.00536653899573386,15462215.62,-0.00536653899573386,-0.00616653899573386
WBETH,2025-09-24 00:05:36.296214+00:00,182.0,-0.0023203529081780006,-0.004449091948260056,-0.01116000976195002,15665701.7,-0.01116000976195002,-0.011960009761950021
